dataset,seed,metric,metric_desirability,anchor_main_effect_raw,generation_main_effect_raw,interaction_raw,anchor_main_effect_benefit_aligned,generation_main_effect_benefit_aligned,interaction_benefit_aligned,decomposition_label
az_class,44,sw_aia,higher_is_better,0.5303107100221738,0.10636912927570931,-0.21900549850604525,0.5303107100221738,0.10636912927570931,-0.21900549850604525,STANDARD_A_NATIVE_PROTOCOL_FACTORIAL_DECOMPOSITION
az_class,44,forgetting,lower_is_better,-0.7853927583832452,-0.10149834161675479,0.2183613167664903,0.7853927583832452,0.10149834161675479,-0.2183613167664903,STANDARD_A_NATIVE_PROTOCOL_FACTORIAL_DECOMPOSITION
az_class,44,bwt,higher_is_better,0.79290513945796,0.09574566054203995,-0.22986667891592005,0.79290513945796,0.09574566054203995,-0.22986667891592005,STANDARD_A_NATIVE_PROTOCOL_FACTORIAL_DECOMPOSITION
az_class,44,acquisition,higher_is_better,-0.15687736331660151,0.003973272407510553,0.024428544815021214,-0.15687736331660151,0.003973272407510553,0.024428544815021214,STANDARD_A_NATIVE_PROTOCOL_FACTORIAL_DECOMPOSITION
az_class,44,final_old_task_accuracy,higher_is_better,0.6401878171400726,0.09967238285992744,-0.20439043428014508,0.6401878171400726,0.09967238285992744,-0.20439043428014508,STANDARD_A_NATIVE_PROTOCOL_FACTORIAL_DECOMPOSITION
az_class,44,final_new_task_accuracy,higher_is_better,-0.19847777330374122,0.004438773303741261,0.013951546607482546,-0.19847777330374122,0.004438773303741261,0.013951546607482546,STANDARD_A_NATIVE_PROTOCOL_FACTORIAL_DECOMPOSITION
az_class,44,macro_f1,higher_is_better,0.5755996672116057,0.09105286516578943,-0.20265720451634187,0.5755996672116057,0.09105286516578943,-0.20265720451634187,STANDARD_A_NATIVE_PROTOCOL_FACTORIAL_DECOMPOSITION
az_class,44,weighted_f1,higher_is_better,0.6344883749579633,0.06938059827800766,-0.15552827468079727,0.6344883749579633,0.06938059827800766,-0.15552827468079727,STANDARD_A_NATIVE_PROTOCOL_FACTORIAL_DECOMPOSITION
az_class,44,balanced_accuracy,higher_is_better,0.6828667882598957,0.09248349869686036,-0.19064575246604412,0.6828667882598957,0.09248349869686036,-0.19064575246604412,STANDARD_A_NATIVE_PROTOCOL_FACTORIAL_DECOMPOSITION
az_class,45,final_tm_accuracy,higher_is_better,0.5447013950116575,0.09837569589743339,-0.17558660820513328,0.5447013950116575,0.09837569589743339,-0.17558660820513328,STANDARD_A_NATIVE_PROTOCOL_FACTORIAL_DECOMPOSITION
