dataset,method,setting_type,k,result_validity,paper_use_category,validity_reason,metric,n,mean,std,se,ci95_low,ci95_high,median,min,max,seeds
az_class,hybrid_random_buffer,final_memory_efficient,100,legacy_or_config_mismatch,supplementary_only,memory-efficient file uses full-complexity flags; not the final simplified AHR-MalCL-HR method,macro_f1,5,0.5684592218802995,0.005058634666592677,0.002262290197567642,0.5621780973347259,0.5747403464258731,0.5702784390140186,0.5615306675351337,0.5745337214575801,"42,43,44,45,46"
az_class,hybrid_random_buffer,final_memory_efficient,100,legacy_or_config_mismatch,supplementary_only,memory-efficient file uses full-complexity flags; not the final simplified AHR-MalCL-HR method,weighted_f1,5,0.5854228536360768,0.014060297243487563,0.00628795608405822,0.5679646887447947,0.602881018527359,0.5916797035102963,0.5638407631103735,0.5995244034620245,"42,43,44,45,46"
az_class,hybrid_random_buffer,final_memory_efficient,100,legacy_or_config_mismatch,supplementary_only,memory-efficient file uses full-complexity flags; not the final simplified AHR-MalCL-HR method,balanced_accuracy,5,0.760124471362527,0.013658462847934115,0.006108250279227211,0.7431652497734436,0.7770836929516105,0.7606445458895367,0.7398779150456168,0.7771724697341128,"42,43,44,45,46"
az_class,hybrid_random_buffer,final_memory_efficient,100,legacy_or_config_mismatch,supplementary_only,memory-efficient file uses full-complexity flags; not the final simplified AHR-MalCL-HR method,old_class_accuracy,5,0.5833700070090317,0.012961856326583063,0.005796718372165089,0.5672757366584239,0.5994642773596396,0.5856126306426507,0.5673422996779693,0.5959621867213836,"42,43,44,45,46"
az_class,hybrid_random_buffer,final_memory_efficient,100,legacy_or_config_mismatch,supplementary_only,memory-efficient file uses full-complexity flags; not the final simplified AHR-MalCL-HR method,new_class_accuracy,5,0.7359533605782264,0.16971553439777673,0.07589909435022651,0.5252236915805945,0.9466830295758583,0.7768022181146026,0.4586776859504132,0.9080459770114944,"42,43,44,45,46"
az_class,hybrid_random_buffer,final_memory_efficient,100,legacy_or_config_mismatch,supplementary_only,memory-efficient file uses full-complexity flags; not the final simplified AHR-MalCL-HR method,plasticity_stability_gap,5,0.1525833535691944,0.1638089210013157,0.07325757653596696,-0.05081228622274378,0.3559789933611326,0.2094599184366332,-0.1140894959583188,0.3128802409170707,"42,43,44,45,46"
az_class,hybrid_random_buffer,final_memory_efficient,100,legacy_or_config_mismatch,supplementary_only,memory-efficient file uses full-complexity flags; not the final simplified AHR-MalCL-HR method,mmd_real_generated,5,0.00433707237243648,0.0032450745986643786,0.0014512414789342796,0.0003077800717893927,0.008366364673083567,0.0028738975524902,0.0023298263549804,0.0100828409194946,"42,43,44,45,46"
az_class,hybrid_random_buffer,final_memory_efficient,100,legacy_or_config_mismatch,supplementary_only,memory-efficient file uses full-complexity flags; not the final simplified AHR-MalCL-HR method,wasserstein_real_generated,5,0.047994260489940585,0.010130927951375046,0.004530688714885457,0.035415051984321974,0.060573468995559196,0.0458630993962287,0.0404016561806201,0.065596655011177,"42,43,44,45,46"
az_class,hybrid_random_buffer,final_memory_efficient,100,legacy_or_config_mismatch,supplementary_only,memory-efficient file uses full-complexity flags; not the final simplified AHR-MalCL-HR method,memory_MB,5,544.3806533813477,0.0,0.0,544.3806533813477,544.3806533813477,544.3806533813477,544.3806533813477,544.3806533813477,"42,43,44,45,46"
az_class,hybrid_random_buffer,final_memory_efficient,100,legacy_or_config_mismatch,supplementary_only,memory-efficient file uses full-complexity flags; not the final simplified AHR-MalCL-HR method,gpu_peak_memory_MB,5,4876.398828125,946.1358207652229,423.1248022357191,3701.616042069854,6051.181614180146,4433.09033203125,4387.2216796875,6560.6630859375,"42,43,44,45,46"
az_class,hybrid_random_buffer,final_memory_efficient,100,legacy_or_config_mismatch,supplementary_only,memory-efficient file uses full-complexity flags; not the final simplified AHR-MalCL-HR method,elapsed_minutes,5,14.10283793926239,0.3100888097960353,0.13867593155318753,13.717811827892797,14.487864050631982,14.176180132230122,13.565749005476636,14.360740729173024,"42,43,44,45,46"
